drug_a,drug_b,cell_line,synergy
2578,20279,PC-3,1
2578,444795,NCI-H522,1
2578,36314,KM12,1
2578,77082,PC-3,1
2578,163659,PC-3,1
2578,119182,SF268,1
2578,126941,COLO-205,1
2578,667490,PC-3,1
2578,5935,K-562,1
135398738,11683,BT-549,1
4114,9444,MDA-MB-468,1
4114,5284616,A498,1
4114,5284616,KM12,1
4114,454216,RXF393,1
4114,5790,MCF7,1
4114,5790,SF295,1
4114,5394,HL-60,1
4114,6252,A498,1
4114,5453,OVCAR-8,1
4114,126941,MCF7,1
4114,5799,SF295,1
4114,5799,TK10,1
241902,9444,SF268,1
241902,20279,OVCAR-3,1
241902,20279,SN12C,1
241902,657237,MCF7,1
241902,444795,A498,1
241902,426756,786-0,1
241902,426756,SR,1
241902,5790,OVCAR-8,1
241902,249332,MDA-MB-231,1
241902,3011155,MCF7,1
241902,5311,HOP-62,1
241902,5311,MCF7,1
241902,5311,NCI-H226,1
241902,5311,SK-MEL-28,1
241902,3902,OVCAR-3,1
241902,5352062,HCC2998,1
241902,5352062,OVCAR-5,1
119182,163659,U251,1
119182,5790,KM12,1
119182,3657,A549,1
119182,4211,SF268,1
119182,5453,RXF393,1
119182,3011155,SW620,1
119182,126941,SNB75,1
119182,644241,SF539,1
60699,72466,UACC-257,1
60699,5790,SK-MEL-5,1
60699,5453,A549,1
60699,5453,RPMI-8226,1
60699,5799,HCT-116,1
60749,20279,IGROV-1,1
60749,5790,SW620,1
60749,241902,SF539,1
60749,3011155,A498,1
148124,20279,MOLT-4,1
148124,20279,U031,1
148124,60749,IGROV-1,1
148124,60953,SNB75,1
6252,5453,HT-29,1
6252,5453,UACC-257,1
5453,2662,MDA-MB-468,1
5426,9444,OVCAR-8,1
5426,444795,HOP-92,1
5426,5284616,CAKI-1,1
5426,5284616,MCF7,1
5426,163659,OVCAR-4,1
5426,3657,MDA-MB-231,1
5426,3657,SF539,1
104842,20279,RPMI-8226,1
104842,5790,CCRF-CEM,1
104842,119182,CCRF-CEM,1
104842,3902,MDA-MB-468,1
249332,5790,SN12C,1
249332,6252,CCRF-CEM,1
387447,444795,UACC-257,1
387447,3657,KM12,1
3011155,444795,EKVX,1
3011155,444795,U031,1
3011155,77082,PC-3,1
3011155,2733525,UACC-257,1
3011155,163659,NCI-H226,1
3011155,3657,BT-549,1
135413520,60198,PC-3,1
135413520,123631,T47D,1
135413520,5799,T47D,1
5311,9444,SF539,1
5311,20279,OVCAR-4,1
5311,5453,SF539,1
5311,249332,SN12C,1
5311,123596,LOXIMVI,1
60953,20279,HOP-92,1
60953,77082,HCT-116,1
60953,2733525,DU-145,1
60953,5453,RXF393,1
60953,249332,NCI-H322M,1
60953,667490,SW620,1
11683,4212,HCC2998,1
11683,4212,NCI-H522,1
11683,4212,RPMI-8226,1
11683,45055483,SK-MEL-28,1
11683,62770,SF268,1
11683,5799,UACC-257,1
123631,216326,OVCAR-8,1
123631,216326,SR,1
123631,216326,UACC-257,1
104741,36314,MDA-MB-231,1
104741,6252,A549,1
104741,6252,MDA-MB-468,1
104741,6252,SW620,1
104741,5453,SK-MEL-5,1
104741,104842,KM12,1
104741,5311,K-562,1
104741,5311,OVCAR-3,1
104741,6442177,U251,1
104741,9941095,A549,1
104741,644241,IGROV-1,1
104741,644241,KM12,1
104741,644241,NCI-H226,1
104741,5329102,M14,1
2187,20279,T47D,1
2187,5790,MDA-MB-468,1
2187,5790,PC-3,1
2187,5394,U251,1
2187,60749,T47D,1
2187,104842,BT-549,1
2187,104842,NCI-H23,1
2187,104842,SF268,1
2187,249332,CAKI-1,1
2187,5311,A549,1
2187,60953,SK-MEL-5,1
2187,123596,MDA-MB-468,1
2187,9941095,IGROV-1,1
2187,5329102,SK-MEL-5,1
68740,657237,MCF7,1
68740,2733525,OVCAR-8,1
68740,5284616,786-0,1
68740,5284616,BT-549,1
68740,5284616,OVCAR-8,1
68740,5790,UACC-62,1
68740,457193,SW620,1
68740,60749,A498,1
68740,5311,UACC-257,1
68740,60953,NCI-H522,1
68740,3062316,IGROV-1,1
68740,5329102,BT-549,1
68740,5329102,MCF7,1
3062316,9444,COLO-205,1
3062316,657237,OVCAR-4,1
3062316,444795,OVCAR-4,1
3062316,444795,UACC-62,1
3062316,148124,RPMI-8226,1
3062316,148124,TK10,1
3062316,5453,MDA-MB-231,1
3062316,5453,OVCAR-5,1
3062316,2662,OVCAR-4,1
3062316,644241,TK10,1
6442177,36314,MCF7,1
6442177,2733525,LOXIMVI,1
6442177,5284616,OVCAR-4,1
6442177,5284616,SW620,1
6442177,5790,UACC-62,1
6442177,148124,KM12,1
6442177,3062316,Hs-578-T,1
126941,5284616,KM12,1
126941,104842,OVCAR-3,1
126941,5311,CCRF-CEM,1
126941,3062316,NCI-H23,1
126941,9941095,HCT-15,1
126941,9941095,T47D,1
123596,20279,OVCAR-5,1
123596,5790,UACC-257,1
123596,5394,UACC-62,1
123596,3902,OVCAR-4,1
9941095,657237,HCC2998,1
9941095,5790,MDA-MB-468,1
9941095,119182,DU-145,1
9941095,6442177,RXF393,1
644241,457193,U031,1
406563,20279,MOLT-4,1
406563,36314,SW620,1
406563,148124,HOP-92,1
406563,3011155,Hs-578-T,1
2478,9444,A549,1
2478,444795,T47D,1
2478,72466,DU-145,1
2478,77082,OVCAR-5,1
2478,2733525,U031,1
2478,5284616,CCRF-CEM,1
2478,241902,LOXIMVI,1
2478,241902,M14,1
2478,60749,HCT-15,1
2478,667490,HL-60,1
2478,667490,M14,1
5329102,657237,KM12,1
5329102,36314,PC-3,1
5329102,36314,U251,1
5329102,123596,COLO-205,1
2723601,2123,SK-MEL-2,1
2723601,6194,OVCAR-5,1
2723601,5799,MDA-MB-231,1
5352062,36314,A549,1
5352062,5394,SF539,1
5352062,241902,SK-MEL-28,1
5352062,119182,NCI-H226,1
5352062,249332,HCT-116,1
5352062,249332,MDA-MB-468,1
5352062,2662,T47D,1
5352062,123596,SK-MEL-28,1
148121,444795,SK-MEL-28,1
148121,5790,LOXIMVI,1
148121,60749,EKVX,1
148121,148124,KM12,1
148121,148124,MCF7,1
148121,5311,A549,1
148121,5311,OVCAR-3,1
148121,5311,OVCAR-5,1
9703,444795,CCRF-CEM,1
9703,36314,CCRF-CEM,1
9703,36314,M14,1
9703,5284616,HCC2998,1
9703,5790,SK-OV-3,1
9703,5394,CCRF-CEM,1
9703,4211,NCI-H322M,1
9703,148124,SK-OV-3,1
9703,104842,NCI-H226,1
9703,667490,NCI-H23,1
9703,667490,UACC-62,1
3950,452548,NCI-H23,1
3950,452548,SF268,1
3950,36462,MDA-MB-468,1
3950,5799,SK-MEL-28,1
62770,452548,LOXIMVI,1
62770,71384,U251,1
62770,4212,NCI-H322M,1
62770,135413520,HT-29,1
62770,60198,SF539,1
62770,5799,SK-MEL-28,1
29327,9444,NCI-H322M,1
29327,657237,U251,1
29327,72466,SF539,1
29327,2733525,UACC-62,1
29327,5284616,HT-29,1
29327,5284616,NCI-H322M,1
29327,5790,SF295,1
29327,3657,SW620,1
29327,5394,HOP-92,1
29327,119182,TK10,1
29327,148124,RPMI-8226,1
29327,104842,ACHN,1
460612,36462,SF539,1
460612,3385,A549,1
460612,4212,COLO-205,1
460612,6194,SN12C,1
460612,135413520,SK-MEL-28,1
460612,123631,SW620,1
460612,62770,M14,1
460612,5799,SF268,1
5799,9444,TK10,1
5799,657237,KM12,1
5799,657237,MDA-MB-468,1
5799,36314,HOP-62,1
5799,426756,SF268,1
5799,457193,SN12C,1
5799,5394,OVCAR-8,1
5799,119182,M14,1
5799,60749,SN12C,1
5799,5453,HOP-92,1
5799,5311,T47D,1
5799,60953,CAKI-1,1
5799,60953,TK10,1
5799,6442177,EKVX,1
5799,123596,786-0,1
5799,644241,ACHN,1
5799,644241,IGROV-1,1
9444,426756,UACC-257,2
9444,457193,HCC2998,2
20279,6252,SF268,2
20279,249332,SN12C,2
20279,2662,ACHN,2
3690,9444,LOXIMVI,2
3690,20279,TK10,2
3690,72466,MCF7,2
3690,72466,OVCAR-8,2
3690,163659,NCI-H226,2
3690,454216,MCF7,2
3690,5790,SK-MEL-28,2
3690,457193,CAKI-1,2
3690,5394,UACC-257,2
3690,4211,OVCAR-5,2
3690,60749,SW620,2
3690,104842,CCRF-CEM,2
3690,667490,SN12C,2
657237,20279,RXF393,2
657237,5453,HT-29,2
657237,249332,A549,2
444795,20279,HT-29,2
444795,20279,M14,2
444795,20279,NCI-H23,2
444795,5790,MDA-MB-468,2
444795,5453,COLO-205,2
444795,249332,MOLT-4,2
444795,2662,T47D,2
452548,71384,A549,2
452548,71384,PC-3,2
452548,71384,SF539,2
452548,4212,SK-MEL-28,2
452548,45055483,U251,2
452548,60198,EKVX,2
452548,123631,MDA-MB-231,2
452548,216326,A549,2
452548,5799,K-562,2
452548,5799,SW620,2
443939,9444,HCC2998,2
443939,444795,NCI-H226,2
443939,5284616,NCI-H322M,2
443939,148124,SW620,2
443939,6252,NCI-H226,2
443939,104842,A549,2
443939,249332,BT-549,2
443939,249332,SR,2
443939,5311,IGROV-1,2
443939,3902,OVCAR-5,2
443939,3062316,SK-MEL-5,2
443939,6442177,SF295,2
443939,123596,M14,2
72466,9444,SNB75,2
72466,20279,HOP-92,2
72466,2733525,HOP-62,2
72466,2733525,RXF393,2
72466,148124,HOP-92,2
72466,5453,UACC-257,2
72466,104842,EKVX,2
72466,249332,SF295,2
72466,249332,UACC-257,2
72466,3011155,COLO-205,2
72466,3011155,PC-3,2
72466,60953,SF539,2
72466,2662,U031,2
72466,3062316,A498,2
72466,6442177,ACHN,2
72466,5329102,Hs-578-T,2
36314,426756,SN12C,2
36314,119182,SF539,2
36314,60749,UACC-257,2
451668,20279,SF268,2
451668,77082,CCRF-CEM,2
451668,163659,SF295,2
451668,5790,OVCAR-3,2
451668,5790,OVCAR-5,2
451668,3657,ACHN,2
451668,241902,OVCAR-8,2
451668,241902,U251,2
451668,104842,SK-MEL-5,2
451668,126941,LOXIMVI,2
451668,667490,BT-549,2
451668,667490,SW620,2
2123,452548,A549,2
2123,452548,SF539,2
2123,3385,KM12,2
2123,4212,M14,2
2123,4212,MDA-MB-468,2
2123,60198,HT-29,2
2123,123631,COLO-205,2
2123,3950,KM12,2
77082,657237,MCF7,2
77082,36314,SF295,2
77082,5790,KM12,2
77082,457193,BT-549,2
77082,5394,IGROV-1,2
77082,5394,SF268,2
77082,148124,SK-OV-3,2
77082,6252,HOP-92,2
77082,6252,MOLT-4,2
77082,5453,A549,2
77082,104842,A549,2
77082,5311,A498,2
77082,5311,EKVX,2
77082,5311,SF539,2
77082,5311,SK-MEL-28,2
77082,2662,OVCAR-5,2
77082,9941095,HOP-92,2
135401907,9444,LOXIMVI,2
135401907,443939,RPMI-8226,2
135401907,5284616,A498,2
135401907,454216,OVCAR-8,2
135401907,5790,HT-29,2
135401907,457193,LOXIMVI,2
135401907,5394,NCI-H522,2
135401907,148124,BT-549,2
135401907,148124,PC-3,2
135401907,148124,UACC-257,2
135401907,6252,U031,2
135401907,5453,BT-549,2
135401907,249332,Hs-578-T,2
135401907,667490,M14,2
135401907,667490,MDA-MB-468,2
135401907,667490,SNB75,2
135401907,5935,SW620,2
36462,4212,RXF393,2
36462,216326,A498,2
6239,20279,MCF7,2
6239,443939,KM12,2
6239,443939,OVCAR-8,2
6239,72466,ACHN,2
6239,77082,Hs-578-T,2
6239,2733525,OVCAR-3,2
6239,163659,MDA-MB-468,2
6239,163659,SF268,2
6239,3657,CCRF-CEM,2
6239,4211,TK10,2
6239,60749,SK-OV-3,2
6239,60749,SW620,2
6239,6252,RPMI-8226,2
6239,5453,SN12C,2
6239,667490,SK-MEL-28,2
6239,5935,NCI-H226,2
6239,5799,SW620,2
71384,443939,OVCAR-3,2
71384,4212,HCT-15,2
2733525,5790,LOXIMVI,2
2733525,6252,SNB75,2
2733525,249332,ACHN,2
2733525,3902,MDA-MB-468,2
123608,9444,TK10,2
123608,443939,UACC-257,2
123608,77082,A549,2
123608,77082,SNB75,2
123608,163659,HOP-62,2
123608,5790,RPMI-8226,2
123608,4211,Hs-578-T,2
123608,6252,HL-60,2
123608,5453,MDA-MB-231,2
3385,4212,DU-145,2
3385,135398738,SR,2
3385,45055483,IGROV-1,2
3385,123631,HT-29,2
3385,123631,MOLT-4,2
439693,657237,A498,2
439693,77082,OVCAR-5,2
439693,5394,IGROV-1,2
439693,6252,COLO-205,2
439693,104842,SK-OV-3,2
439693,667490,T47D,2
5284616,444795,SF295,2
5284616,2733525,MCF7,2
5284616,457193,NCI-H522,2
5284616,6252,SW620,2
5284616,249332,MCF7,2
5284616,644241,U251,2
5284616,667490,MDA-MB-468,2
426756,20279,T47D,2
426756,444795,MDA-MB-231,2
426756,249332,TK10,2
426756,3902,BT-549,2
163659,426756,HOP-62,2
163659,5790,MOLT-4,2
163659,457193,SN12C,2
163659,5394,786-0,2
163659,5394,SF268,2
163659,6252,SK-MEL-5,2
163659,5453,NCI-H522,2
163659,104842,MCF7,2
163659,249332,NCI-H226,2
163659,249332,UACC-62,2
163659,5311,NCI-H522,2
163659,5311,SF268,2
163659,3062316,MOLT-4,2
163659,6442177,OVCAR-4,2
163659,6442177,SK-MEL-5,2
163659,5329102,IGROV-1,2
454216,426756,U031,2
454216,5790,SF539,2
454216,104842,KM12,2
454216,9941095,SF539,2
454216,644241,KM12,2
454216,644241,OVCAR-4,2
4842,657237,ACHN,2
4842,657237,T47D,2
4842,444795,SF268,2
4842,5284616,HCT-15,2
4842,163659,UACC-62,2
4842,454216,MDA-MB-231,2
4842,5790,786-0,2
4842,5394,M14,2
4842,4211,MDA-MB-468,2
4842,241902,OVCAR-8,2
4842,119182,HOP-62,2
4842,5453,A549,2
4842,104842,HL-60,2
4842,104842,NCI-H23,2
4842,249332,KM12,2
4842,5935,SF539,2
2907,9444,U031,2
2907,20279,IGROV-1,2
2907,20279,M14,2
2907,657237,SN12C,2
2907,444795,HOP-92,2
2907,72466,HOP-92,2
2907,72466,SR,2
2907,77082,SK-MEL-5,2
2907,163659,DU-145,2
2907,454216,Hs-578-T,2
2907,4211,OVCAR-8,2
2907,148124,PC-3,2
2907,6252,A549,2
2907,6252,CCRF-CEM,2
2907,6252,MDA-MB-231,2
2907,6252,NCI-H322M,2
2907,6252,U031,2
2907,104842,DU-145,2
2907,126941,K-562,2
2907,126941,PC-3,2
2907,5935,KM12,2
9887053,20279,HCT-116,2
9887053,444795,OVCAR-3,2
9887053,77082,SK-MEL-28,2
9887053,457193,HCT-15,2
9887053,3657,SK-MEL-28,2
9887053,3657,UACC-62,2
9887053,241902,NCI-H322M,2
9887053,6252,A549,2
5746,163659,SF268,2
5746,454216,OVCAR-3,2
5746,4211,BT-549,2
5746,148124,UACC-62,2
5746,5935,CCRF-CEM,2
5746,5935,Hs-578-T,2
5790,457193,786-0,2
4212,60198,SK-MEL-2,2
2141,72466,KM12,2
2141,2733525,UACC-257,2
2141,5453,PC-3,2
2141,126941,RPMI-8226,2
2141,667490,IGROV-1,2
2708,443939,U031,2
2708,71384,Hs-578-T,2
2708,3385,OVCAR-3,2
2708,135398738,SNB75,2
2708,123631,Hs-578-T,2
2708,3950,UACC-257,2
2708,5799,CCRF-CEM,2
2708,5799,KM12,2
3657,5790,786-0,2
3657,104842,786-0,2
3657,104842,A549,2
3657,5311,MCF7,2
3657,3062316,MCF7,2
3657,3062316,U031,2
3657,5329102,HT-29,2
6194,60198,SK-MEL-5,2
6194,62770,CCRF-CEM,2
5394,20279,A549,2
5394,20279,MCF7,2
57469,444795,MCF7,2
57469,36314,786-0,2
57469,5284616,MCF7,2
57469,126941,RPMI-8226,2
4211,9444,IGROV-1,2
4211,20279,786-0,2
4211,444795,HOP-92,2
4211,444795,UACC-62,2
4211,2733525,ACHN,2
4211,457193,CAKI-1,2
4211,6252,BT-549,2
4211,5453,OVCAR-8,2
4211,3062316,OVCAR-8,2
4211,644241,DU-145,2
2578,9444,A498,2
2578,9444,MCF7,2
2578,9444,NCI-H226,2
2578,20279,COLO-205,2
2578,444795,SK-OV-3,2
2578,72466,HT-29,2
2578,3657,UACC-257,2
2578,5394,786-0,2
2578,119182,MCF7,2
135398738,36462,PC-3,2
135398738,123631,Hs-578-T,2
4114,9444,OVCAR-5,2
4114,5790,HCT-15,2
4114,241902,SK-MEL-5,2
4114,119182,SF268,2
241902,9444,SK-MEL-28,2
241902,9444,SW620,2
241902,9444,UACC-62,2
241902,657237,MOLT-4,2
241902,657237,OVCAR-8,2
241902,444795,SF539,2
241902,36314,OVCAR-8,2
241902,426756,OVCAR-3,2
241902,426756,SF539,2
241902,457193,MCF7,2
241902,5394,SK-MEL-5,2
241902,60749,U031,2
241902,5453,CCRF-CEM,2
241902,104842,SK-MEL-28,2
241902,249332,K-562,2
241902,3062316,RXF393,2
241902,123596,NCI-H522,2
241902,9941095,CAKI-1,2
241902,5352062,MCF7,2
119182,444795,A498,2
119182,457193,U251,2
119182,4211,KM12,2
119182,241902,U031,2
119182,5453,IGROV-1,2
45055483,135413520,NCI-H522,2
45055483,60198,T47D,2
45055483,216326,UACC-257,2
45055483,5799,CCRF-CEM,2
60699,72466,A549,2
60699,2733525,A549,2
60699,163659,COLO-205,2
60699,5394,RPMI-8226,2
60699,60749,OVCAR-3,2
60699,5799,SK-OV-3,2
60749,657237,A549,2
60749,3657,SW620,2
60749,119182,A498,2
60749,6252,U031,2
60749,5453,BT-549,2
60749,5453,RXF393,2
148124,20279,IGROV-1,2
148124,426756,MOLT-4,2
148124,457193,OVCAR-8,2
148124,457193,UACC-62,2
148124,241902,SK-MEL-5,2
148124,241902,SW620,2
148124,119182,KM12,2
148124,249332,KM12,2
148124,3011155,RPMI-8226,2
148124,123596,U031,2
148124,644241,OVCAR-4,2
6252,5453,T47D,2
6252,2662,HOP-92,2
5453,457193,BT-549,2
5453,2662,TK10,2
5426,657237,CCRF-CEM,2
5426,444795,Hs-578-T,2
5426,444795,NCI-H322M,2
5426,163659,SK-MEL-28,2
5426,5790,HCT-15,2
5426,5790,NCI-H23,2
5426,457193,NCI-H226,2
5426,4211,UACC-62,2
5426,241902,UACC-62,2
5426,5453,OVCAR-3,2
5426,667490,A498,2
5426,5799,OVCAR-5,2
104842,20279,A498,2
104842,20279,Hs-578-T,2
104842,36314,MDA-MB-468,2
104842,36314,SK-MEL-5,2
104842,2733525,NCI-H522,2
104842,241902,A498,2
104842,241902,MOLT-4,2
104842,119182,A498,2
104842,6252,OVCAR-3,2
104842,104741,U031,2
104842,2187,MOLT-4,2
249332,5790,SR,2
249332,457193,OVCAR-5,2
249332,457193,SNB75,2
3011155,4211,SW620,2
135413520,60198,SK-OV-3,2
135413520,60198,T47D,2
5311,657237,RPMI-8226,2
5311,5790,TK10,2
5311,457193,BT-549,2
5311,5394,Hs-578-T,2
5311,249332,A498,2
60953,457193,786-0,2
60953,4211,SW620,2
60953,241902,NCI-H522,2
60953,249332,SN12C,2
60953,104741,NCI-H522,2
60953,3902,SF539,2
11683,36462,NCI-H522,2
11683,71384,Hs-578-T,2
11683,135413520,HT-29,2
11683,123631,DU-145,2
11683,123631,NCI-H522,2
104741,9444,U251,2
104741,444795,IGROV-1,2
104741,2733525,A549,2
104741,5284616,MDA-MB-231,2
104741,5790,MDA-MB-468,2
104741,5453,IGROV-1,2
104741,104842,DU-145,2
104741,249332,KM12,2
104741,5311,NCI-H23,2
104741,3062316,NCI-H226,2
104741,644241,SK-MEL-28,2
104741,5329102,A498,2
2187,2733525,DU-145,2
2187,5790,KM12,2
2187,457193,786-0,2
2187,5394,NCI-H522,2
2187,119182,KM12,2
2187,6252,DU-145,2
2187,5453,BT-549,2
2187,249332,A549,2
2187,5311,MOLT-4,2
2187,6442177,T47D,2
2187,5329102,A549,2
68740,9444,KM12,2
68740,9444,SF295,2
68740,9444,U251,2
68740,657237,SK-OV-3,2
68740,444795,IGROV-1,2
68740,5790,786-0,2
68740,5790,K-562,2
68740,119182,U251,2
68740,3011155,OVCAR-4,2
68740,3011155,UACC-257,2
68740,3062316,HOP-62,2
68740,5352062,MDA-MB-231,2
3062316,5284616,A549,2
3062316,60749,SNB75,2
3062316,148124,U031,2
3062316,6252,A549,2
3062316,5352062,SF539,2
6442177,9444,HL-60,2
6442177,20279,NCI-H226,2
6442177,657237,A549,2
6442177,457193,SNB75,2
6442177,6252,HL-60,2
6442177,5352062,SW620,2
126941,5284616,HCC2998,2
126941,5284616,HCT-116,2
126941,5284616,MOLT-4,2
126941,104842,OVCAR-5,2
126941,6442177,HCT-116,2
126941,6442177,MDA-MB-231,2
126941,9941095,NCI-H23,2
126941,5329102,786-0,2
126941,5352062,SNB75,2
123596,457193,KM12,2
9941095,20279,MDA-MB-231,2
9941095,2733525,U031,2
9941095,6252,KM12,2
9941095,3062316,T47D,2
644241,426756,NCI-H226,2
406563,2733525,Hs-578-T,2
406563,5790,HCT-116,2
406563,3062316,SK-OV-3,2
406563,5352062,SF268,2
2478,9444,ACHN,2
2478,9444,LOXIMVI,2
2478,20279,CCRF-CEM,2
2478,20279,HOP-92,2
2478,657237,OVCAR-8,2
2478,444795,MDA-MB-468,2
2478,163659,BT-549,2
2478,457193,M14,2
2478,60749,MDA-MB-231,2
2478,5453,786-0,2
2478,5453,SK-MEL-28,2
2478,104842,U031,2
2478,126941,HOP-62,2
5329102,3062316,HL-60,2
2723601,452548,SK-MEL-5,2
2723601,36462,SF295,2
2723601,6194,A549,2
2723601,45055483,HCT-15,2
2723601,123631,SK-OV-3,2
2723601,216326,SN12C,2
2723601,5799,OVCAR-5,2
5352062,657237,UACC-257,2
5352062,6252,T47D,2
5352062,5453,U031,2
148121,9444,786-0,2
148121,444795,EKVX,2
148121,444795,OVCAR-3,2
148121,5284616,NCI-H23,2
148121,249332,LOXIMVI,2
148121,3011155,TK10,2
148121,3902,COLO-205,2
148121,6442177,CAKI-1,2
148121,5329102,HOP-92,2
9703,20279,SW620,2
9703,77082,RPMI-8226,2
9703,2733525,LOXIMVI,2
9703,5284616,OVCAR-5,2
9703,5284616,SK-OV-3,2
9703,454216,HCT-15,2
9703,3657,U251,2
9703,5394,NCI-H522,2
9703,667490,SF295,2
3950,71384,NCI-H322M,2
3950,60198,CAKI-1,2
62770,216326,CCRF-CEM,2
29327,9444,OVCAR-8,2
29327,444795,Hs-578-T,2
29327,2733525,MOLT-4,2
29327,5790,SW620,2
29327,4211,KM12,2
29327,119182,A498,2
29327,119182,HCT-15,2
29327,60749,A498,2
29327,5453,SW620,2
29327,126941,HL-60,2
29327,5935,MOLT-4,2
29327,5935,SF539,2
460612,452548,SNB75,2
460612,4212,MCF7,2
460612,6194,HCT-15,2
460612,135398738,786-0,2
460612,60198,BT-549,2
460612,123631,OVCAR-5,2
460612,3950,U031,2
5799,36314,SN12C,2
5799,5790,K-562,2
5799,119182,Hs-578-T,2
5799,60749,TK10,2
5799,104842,CAKI-1,2
5799,3011155,LOXIMVI,2
5799,3011155,U251,2
5799,5311,M14,2
5799,60953,A549,2
5799,6442177,NCI-H322M,2
5799,6442177,SR,2
9444,20279,SK-MEL-5,3
9444,5284616,SNB75,3
9444,426756,SF268,3
9444,241902,BT-549,3
9444,148124,K-562,3
9444,6252,DU-145,3
9444,249332,RPMI-8226,3
9444,2662,BT-549,3
3690,72466,SK-MEL-5,3
3690,3657,SW620,3
3690,4211,SN12C,3
3690,5799,CAKI-1,3
3690,5799,M14,3
657237,5790,SNB75,3
657237,3902,UACC-257,3
657237,2662,SNB75,3
444795,6252,SK-MEL-28,3
452548,36462,RXF393,3
452548,4212,HCT-116,3
452548,4212,HT-29,3
452548,45055483,SK-MEL-28,3
452548,60198,Hs-578-T,3
452548,123631,M14,3
452548,5799,HCC2998,3
443939,657237,NCI-H522,3
443939,36314,MCF7,3
443939,36314,SK-MEL-28,3
443939,5284616,MOLT-4,3
443939,457193,UACC-62,3
443939,119182,SNB75,3
443939,6252,OVCAR-5,3
443939,104842,SF268,3
443939,5311,BT-549,3
443939,5311,KM12,3
443939,6442177,SK-MEL-2,3
443939,644241,EKVX,3
443939,644241,SF539,3
72466,20279,OVCAR-3,3
72466,657237,SNB75,3
72466,5394,SF539,3
72466,60749,OVCAR-4,3
72466,6252,MDA-MB-468,3
72466,5311,MDA-MB-468,3
72466,60953,NCI-H226,3
72466,60953,UACC-62,3
72466,3062316,PC-3,3
72466,3062316,TK10,3
72466,123596,NCI-H23,3
72466,9941095,HCC2998,3
36314,6252,CCRF-CEM,3
36314,123596,PC-3,3
36314,644241,UACC-257,3
451668,2733525,LOXIMVI,3
451668,163659,MDA-MB-468,3
451668,454216,MCF7,3
451668,454216,SK-MEL-5,3
451668,5453,HOP-92,3
451668,5453,SF268,3
451668,104842,NCI-H23,3
451668,249332,OVCAR-4,3
451668,249332,SF539,3
451668,5935,ACHN,3
2123,45055483,PC-3,3
2123,45055483,SF268,3
2123,123631,HL-60,3
2123,216326,OVCAR-5,3
2123,216326,SK-MEL-28,3
2123,5799,KM12,3
77082,9444,786-0,3
77082,9444,OVCAR-3,3
77082,9444,SK-OV-3,3
77082,5394,COLO-205,3
77082,5394,SF295,3
77082,9941095,SW620,3
77082,5352062,LOXIMVI,3
135401907,444795,SK-OV-3,3
135401907,77082,SNB75,3
135401907,2733525,SF268,3
135401907,457193,SF295,3
135401907,4211,U251,3
135401907,104842,A549,3
135401907,104842,SN12C,3
135401907,249332,CCRF-CEM,3
135401907,126941,A549,3
135401907,667490,HL-60,3
36462,71384,PC-3,3
36462,216326,IGROV-1,3
6239,9444,OVCAR-5,3
6239,5284616,786-0,3
6239,5284616,OVCAR-5,3
6239,119182,IGROV-1,3
6239,6252,K-562,3
6239,249332,NCI-H226,3
6239,667490,U031,3
71384,443939,IGROV-1,3
71384,4212,ACHN,3
71384,123631,SR,3
2733525,5790,HOP-92,3
2733525,6252,SR,3
2733525,5453,MDA-MB-231,3
2733525,3902,ACHN,3
123608,9444,KM12,3
123608,9444,NCI-H522,3
123608,443939,SK-MEL-28,3
123608,77082,OVCAR-8,3
123608,163659,MDA-MB-231,3
123608,454216,EKVX,3
123608,5790,HCT-116,3
123608,5790,HT-29,3
123608,5394,MDA-MB-231,3
123608,241902,MCF7,3
123608,241902,SNB75,3
123608,5453,OVCAR-8,3
123608,249332,OVCAR-3,3
123608,667490,SNB75,3
3385,443939,NCI-H23,3
3385,6194,HCC2998,3
3385,6194,RXF393,3
3385,45055483,DU-145,3
3385,123631,MCF7,3
3385,216326,HCT-116,3
439693,5284616,OVCAR-5,3
439693,241902,UACC-62,3
5284616,426756,SF539,3
5284616,163659,K-562,3
5284616,241902,HL-60,3
5284616,119182,DU-145,3
5284616,119182,NCI-H23,3
5284616,6252,SF295,3
5284616,5453,IGROV-1,3
5284616,5453,LOXIMVI,3
5284616,5453,T47D,3
5284616,3011155,COLO-205,3
5284616,3011155,SF268,3
426756,457193,SNB75,3
426756,2662,UACC-257,3
163659,9444,Hs-578-T,3
163659,657237,ACHN,3
163659,657237,SF539,3
163659,36314,CAKI-1,3
163659,36314,MDA-MB-468,3
163659,5394,IGROV-1,3
163659,148124,SF295,3
163659,5453,Hs-578-T,3
163659,5453,SF268,3
163659,104842,UACC-257,3
163659,3902,DU-145,3
163659,3902,KM12,3
163659,2662,OVCAR-4,3
163659,6442177,SN12C,3
163659,5329102,DU-145,3
454216,9444,EKVX,3
454216,657237,ACHN,3
454216,2733525,MDA-MB-468,3
454216,5394,IGROV-1,3
454216,249332,TK10,3
454216,3902,NCI-H23,3
454216,6442177,NCI-H522,3
454216,9941095,U251,3
454216,644241,HCT-15,3
454216,644241,SW620,3
4842,20279,U251,3
4842,657237,TK10,3
4842,443939,TK10,3
4842,2733525,Hs-578-T,3
4842,2733525,TK10,3
4842,457193,MDA-MB-231,3
